unit_key,unit_area_km2,habitat_area_km2,habitat_pct,perennial_stream_density_km_per_km2,waterbody_pct_in_habitat,disturbance_pct_in_habitat,disturbance_score,fall_road_penalty,forest_edge_density_km_per_km2,crop_access_pct_in_habitat,fall_hsi,fall_rank
unit_0002,5815.013220636384,5808.663682009504,99.89080783850419,0.0,0.0,2.6696391722222432,0.10096422068417625,0.00044370256065153987,0.0027599359744190565,62.24183925299261,0.29965817829293157,4.0
unit_0010,5815.013256096777,5808.6636831048,99.89080724819812,0.0,0.0,2.669639111789432,0.10096421782725848,0.00044370256056787416,0.0027599359744190565,62.24183925299261,0.29965817757871466,5.0
unit_0008,5104.450049354538,3261.1799967187985,63.8889589512425,0.0,0.0,21.808776372515798,1.0,0.007965461320966375,0.1672396289460057,40.649323523070294,0.5299058187706199,1.0
unit_0001,5723.8781892943025,3880.2896147282795,67.79126819969383,0.0,0.0,21.200285855134943,0.9769872381359134,0.006691432840577745,0.1410620192652356,41.19981766033291,0.5175185321761888,3.0
unit_0007,3768.386641205697,211.51314804640685,5.612830321963277,0.0,0.0,0.0,0.0,0.041126007635443905,0.9937253390687589,64.30314801159082,0.522437394877865,2.0
